,Inflected_Word,POS
18453,দেন,VB
18454,কাউন্টি,NN
18455,ক্রিকেটে,NN
18456,অংশগ্রহণ,NN
18457,নিথ,NNP
18458,গ্রামার,NNP
18459,স্কুলে,NN
18460,অধ্যয়ন,VB
18461,করেন,VB
18462,তিনি,PRP
18463,১৯২৩,CD
18464,সালে,NN
18465,সতেরো,CD
18466,বছর,NN
18467,বয়সে,NN
18468,গ্ল্যামারগনের,NNP
18469,পক্ষে,IN
18470,প্রথম,JJ
18471,খেলতে,VB
18472,নামেন,VB
18473,প্রাণোচ্ছল,JJ
18474,ফিল্ডিং,NN
18475,সকলের,NNS
18476,নজর,NN
18477,কুড়ায়,VB
18478,পরের,RB
18479,বছর,NN
18480,জরিপকারক,NN
18481,ও,CC
18482,স্থপতি,NN
18483,হিসেবে,IN
18484,ব্যস্ততম,JJ
18485,সময়,NN
18486,পার,VB
18487,করেন,VB
18488,এরফলে,CC
18489,মৌসুমের,NN
18490,অর্ধেক,NN
18491,সময়,NN
18492,দলের,NN
18493,বাইরে,RB
18494,ছিলেন,VB
18495,ঐ,DT
18496,বছর,NN
18497,কয়েকটি,PRP
18498,খেলায়,NNS
18499,গ্ল্যামারগনের,NNS
18500,পক্ষে,IN
18501,কোন,JJ
18502,সফলতা,NN
18503,পাননি,VB
18504,অপটিক,NN
18505,কায়াজম,NN
18506,মস্তিষ্কের,NN
18507,নীচে,IN
18508,মুলত,RB
18509,হাইপোথ্যালামাসের,NNP
18510,বরাবর,RB
18511,নীচে,IN
18512,অবস্থিত,VB
18513,পেরিফেরাল,NN
18514,নার্ভাস,JJ
18515,সিস্টেমে,NN
18516,এটি,PRP
18517,নার্ভ,NN
18518,ফ্যাসিকল,NN
18519,হিসেবে,IN
18520,পরিচিত,VB
18521,একটি,DT
18522,কমিশার,NN
18523,একই,JJ
18524,স্তরে,NN
18525,দুইটি,CD
18526,সেরেব্রাল,NN
18527,হেমিস্ফিয়ারকে,NN
18528,একত্রিত,VB
18529,করে,VB
18530,উদাহরণস্বরুপ,RB
18531,পোস্টেরিওর,NN
18532,কমিশার,NN
18533,এবং,CC
18534,কর্পাস,NN
18535,ক্যালোসাম,NN
18536,যেমনঃ,NN
18537,সেনসরী,JJ
18538,ডেকাসেশন,NN
18539,এই,DT
18540,ব্লকটি,NN
18541,চাঁচল,NNP
18542,থানার,NNP
18543,অন্তর্গত,VB
18544,চাঁচল,NNP
18545,এই,DT
18546,ব্লকের,NN
18547,সদর,NN
18548,ভূগোল,NNP
18549,চাঁচল,NNP
18550,১,CD
18551,অক্ষ,NN
18552,দ্রাঘিমাংশে,NN
18553,অবস্থিত,VB
18554,চাঁচল,NNP
18555,১,CD
18556,ব্লকের,NN
18557,আয়তন,NN
18558,১৬২,CD
18559,০৮,CD
18560,বর্গ,NN
18561,কিলোমিটার,NN
18562,এর,PRP
18563,মধ্যে,IN
18564,১০৫,CD
18565,০১৪,CD
18566,জন,NN
18567,পুরুষ,NN
18568,ও,CC
18569,৯৯,CD
18570,৭২৬,CD
18571,জন,NN
18572,মহিলা,NN
18573,তার,PRP
18574,মধ্যে,IN
18575,৬২,CD
18576,৬৯৩,CD
18577,জন,NN
18578,পুরুষ,NN
18579,ও,CC
18580,৫৩,CD
18581,০৫৩,CD
18582,জন,NN
18583,মহিলা,NN
18584,আফ্রিকা,NNP
18585,মহাদেশের,NNP
18586,পতাকা,NN
18587,আফ্রিকা,NNP
18588,মহাদেশের,NNP
18589,বিভিন্ন,NNP
18590,পতাকা,NN
18591,জন্ম,NNP
18592,ও,CC
18593,পারিবারিক,JJ
18594,পরিচিতি,NN
18595,নূরজাহান,NNP
18596,বেগম,NNP
18597,মুক্তা,NNP
18598,চাঁদপুরে,NNP
18599,জন্মগ্রহণ,VB
18600,করেন,VB
18601,তার,PRP
18602,পিতার,NN
18603,নাম,NN
18604,আবু,NNP
18605,জাফর,NNP
18606,মোঃ,NNP
18607,মাইনুদ্দিন,NNP
18608,শ্যামপুর,NNP
18609,বিধানসভা,NNP
18610,কেন্দ্র,NNP
18611,২৬,CD
18612,নং,NN
18613,উলুবেড়িয়া,NNP
18614,লোকসভা,NNP
18615,কেন্দ্রের,NNP
18616,অন্তর্গত,VB
18617,সিভিল,NNP
18618,এভিয়েশন,NNP
18619,অথরিটি,NNP
18620,এটি,PRP
18621,পরিচালনা,VB
18622,করে,VB
18623,আসছে,VB
18624,১৯৭৮,CD
18625,সালে,NN
18626,স্কুল,NN
18627,টি,DT
18628,তাঁদের,PRP
18629,যাত্রা,NN
18630,শুরু,VB
18631,করে,VB
18632,অবকাঠামো,NN
18633,ও,CC
18634,নিয়মাবলি,NNS
18635,এই,DT
18636,স্কুলটির,NN
18637,অবকাঠামো,NN
18638,ইংরেজি,NN
18639,অক্ষর,NN
18640,এইচ,NNP
18641,H,NN
18642,এর,PRP
18643,মত,PRP
18644,স্কুলটির,NN
18645,সামনে,NN
18646,২০০,CD
18647,মিটার,NN
18648,বিশাল,JJ
18649,খেলার,NN
18650,মাঠ,NN
18651,আছে,VB
18652,স্কুলটির,NN
18653,দুটি,CD
18654,শিফট,NNS
18655,রয়েছে,VB
18656,শিক্ষা,NN
18657,কেজি,NNP
18658,থেকে,IN
18659,দশম,CD
18660,শ্রেণির,NN
18661,শিক্ষার্থীরা,NNS
18662,এখানে,RB
18663,অধ্যয়ন,VB
18664,করে,VB
18665,মানবিক,JJ
18666,বিভাগ,NN
18667,শুধুমাত্র,RB
18668,মেয়েদের,NNS
18669,জন্য,IN
18670,শিক্ষক,NN
18671,এ,DT
18672,বিদ্যালয়ে,NN
18673,৫২,CD
18674,জন,NN
18675,শিক্ষক,NN
18676,বর্তমানে,RB
18677,কর্মরত,VB
18678,শিক্ষার্থী,NN
18679,২৩৬৫,CD
18680,জন,NN
18681,শিক্ষার্থী,NN
18682,এখানে,RB
18683,অধ্যয়ন,VB
18684,করে,VB
18685,১১৯০,CD
18686,জন,NN
18687,বালক,NN
18688,ও,CC
18689,১১৭৫,CD
18690,জন,NN
18691,বালিকা,NN
18692,রয়েছে,VB
18693,ফলে,RB
18694,তেল,NN
18695,এবং,CC
18696,প্রাকৃতিক,JJ
18697,গ্যাস,NN
18698,একই,DT
18699,সাথে,IN
18700,পাওয়া,VB
18701,যায়,VB
18702,এগুলোকে,PRP
18703,ড্রিলিংয়ের,NNS
18704,মাধ্যমে,IN
18705,ট্র্যাপ,NN
18706,থেকে,IN
18707,নিষ্কাশন,VB
18708,করা,VB
18709,যেতে,VB
18710,পারে,VB
18711,এই,DT
18712,ব্লকটি,NN
18713,চাঁচল,NNP
18714,থানার,NNP
18715,অন্তর্গত,VB
18716,মালতিপুর,NNP
18717,এই,DT
18718,ব্লকের,NN
18719,সদর,NN
18720,চাঁচল,NNP
18721,২,CD
18722,ব্লকের,NNS
18723,আয়তন,NN
18724,২০৫,CD
18725,২২,CD
18726,বর্গ,NN
18727,কিলোমিটার,NNS
18728,এর,PRP
18729,মধ্যে,IN
18730,১০৫,CD
18731,৩৭৪,CD
18732,জন,NN
18733,পুরুষ,NN
18734,ও,CC
18735,৯৯,CD
18736,৯৫৯,CD
18737,জন,NN
18738,মহিলা,NN
18739,তার,PRP
18740,মধ্যে,IN
18741,৫৩,CD
18742,১৮৫জন,CD
18743,পুরুষ,NN
18744,ও,CC
18745,৪৯,CD
18746,৯৫৪,CD
18747,জন,NN
18748,মহিলা,NN
18749,এ,DT
18750,ছাড়া,IN
18751,ব্লক,NN
18752,টি,DT
18753,তে,IN
18754,রয়েছে,VB
18755,৩১টি,CD
18756,উচ্চবিদ্যালয়,NN
18757,৮৬টি,CD
18758,প্রাথমিক,JJ
18759,বিদ্যালয়,NN
18760,এটি,PRP
18761,সার্কেডিয়ান,JJ
18762,রিদমকে,NN
18763,নিয়ন্ত্রণ,VB
18764,করে,VB
18765,এই,DT
18766,এসচিএন,NNP
18767,মস্তিষ্কের,NN
18768,অন্যান্য,JJ
18769,অনেক,JJ
18770,অংশের,NNS
18771,সাথে,IN
18772,আন্তঃক্রিয়া,VB
18773,করে,VB
18774,তিনি,PRP
18775,স্নাতকোত্তর,NN
18776,ডিগ্রি,NN
18777,অর্জন,VB
18778,করেছেন,VB
18779,তিনি,PRP
18780,স্নাতক,NN
18781,ডিগ্রি,NN
18782,অর্জন,VB
18783,করেছেন,VB
18784,তিনি,PRP
18785,প্রথমবার,JJ
18786,সংসদ,NNP
18787,সদস্য,NNP
18788,নির্বাচিত,VB
18789,হয়েছেন,VB
18790,কর্মজীবনে,NN
18791,তিনি,PRP
18792,বাংলাদেশ,NNP
18793,পুলিশের,NNP
18794,বিভিন্ন,JJ
18795,ইউনিটে,NNS
18796,কাজ,VB
18797,করেছেন,VB
18798,এছাড়া,RB
18799,তিনি,PRP
18800,দু,CD
18801,বার,NNS
18802,আইজিপি,NNP
18803,স,NNP
18804,এক্সাপ্লেরি,NNP
18805,গুড,NNP
18806,সার্ভিস,NNP
18807,ব্যাজ,NNP
18808,লাভ,VB
18809,করেন,VB
18810,এই,DT
18811,৪টি,CD
18812,গ্রাম,NN
18813,পঞ্চায়েত,NNS
18814,শ্যামপুর,NNP
18815,১,CD
18816,উন্নয়ন,NN
18817,ব্লকের,NN
18818,অংশ,NN
18819,ছিল,VB
18820,কোর্স,NN
18821,১,CD
18822,প্রাথমিক,NNP
18823,শিক্ষা,NNP
18824,বিভাগ,NNP
18825,প্রথম,CD
18826,শ্রেণি,NN
18827,থেকে,IN
18828,পঞ্চম,CD
18829,শ্রেণি,NN
18830,br,NN
18831,২,CD
18832,হিফজ,NNP
18833,বিভাগ,NNP
18834,br,NN
18835,৩,CD
18836,আলিম,NNP
18837,বিভাগ,NNP
18838,শিক্ষা,NN
18839,বর্ষ,NN
18840,১০,CD
18841,শাওয়াল,NN
18842,شوّال,NN
18843,থেকে,IN
18844,১২,CD
18845,শা,NN
18846,বান,NN
18847,شعبان,NN
18848,পর্যন্ত,IN
18849,নিউজিল্যান্ড,NNP
18850,ক্রিকেট,NNP
18851,দলের,NNP
18852,অন্যতম,JJ
18853,সদস্য,NNP
18854,তিনি,PRP
18855,দলে,NN
18856,তিনি,PRP
18857,মূলতঃ,RB
18858,উইকেট,NN
18859,রক্ষক,NN
18860,হিসেবে,IN
18861,খেলছেন,VB
18862,এছাড়াও,RB
18863,ডানহাতে,NN
18864,ব্যাটিং,NN
18865,করাসহ,VB
18866,ডানহাতে,NN
18867,অফ,NN
18868,ব্রেক,NN
18869,বোলিংয়ে,NN
18870,পারদর্শী,NN
18871,তিনি,PRP
18872,৮,CD
18873,জানুয়ারি,NN
18874,২০১৭,CD
18875,তারিখে,NN
18876,বাংলাদেশ,NNP
18877,দলের,NNP
18878,বিপক্ষে,IN
18879,টি২০আই,NN
18880,অভিষেক,NN
18881,হয়,VB
18882,তাঁর,PRP
18883,তবে,CC
18884,সফরকারী,NN
18885,অস্ট্রেলিয়ার,NNP
18886,বিপক্ষে,IN
18887,খেলার,VB
18888,সুযোগ,NN
18889,হয়নি,VB
18890,তার,PRP
18891,তিনি,PRP
18892,দলের,NN
18893,নিয়মিত,JJ
18894,উইকেট,NN
18895,রক্ষক,NN
18896,বিজে,NN
18897,ওয়াটলিংয়ের,NNP
18898,স্থলাভিষিক্ত,JJ
18899,হন,VB
18900,ঐ,DT
18901,খেলায়,NN
18902,তার,PRP
18903,দল,NN
18904,জয়লাভ,VB
18905,করেছিল,VB
18906,আসলে,RB
18907,এটা,PRP
18908,ক্লাবের,NN
18909,জন্য,IN
18910,বিশ্ব,NNP
18911,কাপ,NNP
18912,মত,PRP
18913,আনুষ্ঠানিকভাবে,RB
18914,গণ্য,VB
18915,করা,VB
18916,হয়,VB
18917,ট্রফি,NN
18918,বিশ্ব,RB
18919,শিরোনাম,NN
18920,দেয়,VB
18921,মেন্টরিং,NN
18922,এ,DT
18923,নির্দিষ্ট,JJ
18924,কর্ম,NN
18925,বা,CC
18926,উদ্দেশ্য,NN
18927,সাধনে,NN
18928,মননিবেশ,NN
18929,করা,VB
18930,হয়,VB
18931,যা,DT
18932,কোচিং,NN
18933,এর,PRP
18934,লক্ষ্যের,NN
18935,সাধারণ,JJ
18936,লক্ষ্য,JJ
18937,বা,CC
18938,সামগ্রিক,JJ
18939,উন্নয়নের,NN
18940,বিপরীত,NN
18941,কিন্তু,CC
18942,মহিলারা,NNS
18943,কেউ,PRP
18944,তাকে,PRP
18945,এটা,PRP
18946,ব্যবহারের,VB
18947,প্রতিক্রিয়া,VB
18948,জানালো,VB
18949,না,DT
18950,টেড,NNP
18951,টকেও,NNP
18952,তিনি,PRP
18953,অংশ,NN
18954,নিয়েছেন,VB
18955,সাংস্কৃতিক,JJ
18956,ভূগোল,NN
18957,সাংস্কৃতিক,JJ
18958,ভূগোল,NN
18959,মানবীয়,JJ
18960,ভূগোলের,NN
18961,একটি,DT
18962,উপক্ষেত্র,NN
18963,এই,DT
18964,বিশ্বাস,NN
18965,করা,VB
18966,হয়,VB
18967,যে,IN
18968,মানুষ,NN
18969,ও,CC
18970,সমাজের,NN
18971,পরিবেশে,NN
18972,এটি,PRP
18973,বিকাশ,NN
18974,সাধন,VB
18975,করে,VB
18976,যিনি,PRP
18977,বার্কলে,NNP
18978,অবস্থিত,VB
18979,ক্যালিফোর্নিয়া,NNP
18980,বিশ্ববিদ্যালয়ে,NNP
18981,অধ্যাপনা,VB
18982,করেন,VB
18983,বর্তমানে,RB
18984,এটি,PRP
18985,বেসামরিক,JJ
18986,বিমান,NN
18987,চলাচল,VB
18988,কর্তৃপক্ষের,NNP
18989,দ্বারা,IN
18990,পরিচালিত,VB
18991,হয়,VB
18992,এর,PRP
18993,প্রধান,JJ
18994,কার্যালয়,NN
18995,ঢাকায়,NNP
18996,অবস্থিত,VB
18997,অরুণ,NNP
18998,সোম,NNP
18999,অরুণ,NNP
19000,সোম,NNP
19001,একজন,DT
19002,বাঙালি,NNP
19003,অনুবাদক,NN
19004,তিনি,PRP
19005,বহু,NNS
19006,বই,NN
19007,মূল,NN
19008,রুশ,NN
19009,থেকে,IN
19010,বাংলা,NNP
19011,ভাষায়,NNP
19012,অনুবাদ,VB
19013,করেছেন,VB
19014,প্রথম,JJ
19015,জীবন,NN
19016,অরুণ,NNP
19017,সোমের,NNP
19018,আদিবাড়ি,NNP
19019,অধুনা,JJ
19020,বাংলাদেশে,NNP
19021,তাঁর,PRP
19022,ছোটবেলা,NN
19023,কেটেছে,VB
19024,ঢাকার,NNP
19025,সিদ্ধেশ্বরীতে,NNP
19026,পঞ্চাশের,NNP
19027,দাঙ্গার,NNP
19028,পর,RB
19029,তাঁর,PRP
19030,পিতা,NN
19031,সপরিবারে,NN
19032,বাংলাদেশ,NNP
19033,ছেড়ে,VB
19034,ভারতে,NNP
19035,আসেন,VB
19036,তাঁর,PRP
19037,রাশিয়ান,NNP
19038,ভাষা,NNP
19039,শেখার,VB
19040,বিষয়টি,NN
19041,কিছুটা,RB
19042,রাজনৈতিকও,JJ
19043,ছিল,VB
19044,এরপর,RB
19045,তিনি,PRP
19046,মস্কো,NNP
19047,স্টেট,NNP
19048,ইউনিভার্সিটিতে,NNP
19049,একটি,DT
19050,স্কলারশিপ,NN
19051,পেয়ে,VB
19052,যান,VB
19053,কর্মজীবন,NN
19054,অরুণ,NNP
19055,সোম,NNP
19056,অনুবাদকের,NNS
19057,চাকরি,NN
19058,নিয়ে,IN
19059,সোভিয়েত,NNP
19060,ইউনিয়ন,NNP
19061,যান,VB
19062,তিনি,PRP
19063,১৯৭৪,CD
19064,থেকে,IN
19065,১৯৯১,CD
19066,সাল,NN
19067,পর্যন্ত,IN
19068,মস্কোতে,NNP
19069,অনুবাদক,NN
19070,হিসাবে,IN
19071,কাজ,VB
19072,করেন,VB
19073,এই,DT
19074,সময়,NN
19075,তিনি,PRP
19076,৪০টিরও,CD
19077,বেশি,JJ
19078,বই,NN
19079,রাশিয়ান,NNP
19080,থেকে,IN
19081,বাংলায়,NNP
19082,অনুবাদ,VB
19083,করেন,VB
19084,মুসা,NNP
19085,ডি,NNP
19086,অরস,NNP
19087,১৯৮১,CD
19088,সাল,NN
19089,থেকে,IN
19090,ছবিটি,NN
19091,সংরক্ষণ,VB
19092,করছে,VB
19093,কোয়ান্টিফায়ার,NN
19094,উপর,IN
19095,ভিত্তি,NN
19096,করে,VB
19097,আধুনিক,JJ
19098,যুক্তিবিদ্যা,NN
19099,এর,PRP
19100,সাধারণত্ব,NN
19101,আসনটি,NN
19102,তপশীলি,NNP
19103,উপজাতির,NNP
19104,জন্য,IN
19105,সংরক্ষিত,VB
19106,নিউজিল্যান্ড,NNP
19107,ক্রিকেট,NNP
19108,দলের,NNP
19109,অন্যতম,JJ
19110,সদস্য,NNP
19111,ছিলেন,VB
19112,এছাড়াও,RB
19113,নিউজিল্যান্ড,NNP
19114,দলের,NNP
19115,অধিনায়কেরও,NN
19116,দায়িত্বে,VB
19117,ছিলেন,VB
19118,দলে,NN
19119,তিনি,PRP
19120,মূলতঃ,RB
19121,ডানহাতি,JJ
19122,ব্যাটসম্যানের,NN
19123,দায়িত্ব,NN
19124,পালন,VB
19125,করতেন,VB
19126,এরপর,RB
19127,টেড,NNP
19128,বোলি,NNP
19129,ও,CC
19130,জিম,NNP
19131,পার্কসের,NNP
19132,তত্ত্বাবধানে,VB
19133,ইডেন,NNP
19134,পার্কে,NNP
19135,প্রশিক্ষণ,VB
19136,নেন,VB
19137,এরপর,RB
19138,অকল্যান্ড,NNP
19139,অনূর্ধ্ব,JJ
19140,২০,CD
19141,দলের,NN
19142,প্রতিনিধিত্ব,VB
19143,করেন,VB
19144,নিউজিল্যান্ড,NNP
19145,এক্সপেডিশনারি,NNP
19146,ফোর্সে,NNP
19147,যোগ,VB
19148,দেন,VB
19149,১৯৩৭,CD
19150,সালে,NN
19151,ইংল্যান্ড,NNP
19152,সফরের,NN
19153,জন্য,IN
19154,নিউজিল্যান্ড,NNP
19155,দলের,NN
19156,সদস্যরূপে,JJ
19157,মনোনীত,VB
19158,হন,VB
19159,লর্ডসের,NNP
19160,অভিষেক,NNP
19161,টেস্টে,NNP
19162,তিনি,PRP
19163,৫২,CD
19164,ও,CC
19165,৫৬,CD
19166,রানের,NNS
19167,দুইটি,CD
19168,অর্ধ,NN
19169,শতক,NNS
19170,করেন,VB
19171,তবে,CC
19172,ঐ,DT
19173,খেলায়,NN
19174,অস্ট্রেলিয়া,NNP
19175,দল,NNP
19176,দুই,CD
19177,দিনেই,NN
19178,ইনিংস,NN
19179,ব্যবধানে,NN
19180,জয়,VB
19181,তুলে,VB
19182,নেয়,VB
19183,১৯৪৭,CD
19184,সালে,NN
19185,সফরকারী,NN
19186,ইংরেজ,NNP
19187,দলের,NNP
19188,বিপক্ষে,IN
19189,খেলার,NN
19190,সুযোগ,NN
19191,হয়,VB
19192,তাঁর,PRP
19193,তার,PRP
19194,জন্মনাম,NN
19195,লেইলা,NNP
19196,মারি,NNP
19197,কোয়ের্বার,NNP
19198,তিনি,PRP
19199,নির্বাক,JJ
19200,ও,CC
19201,মহামন্দা,NN
19202,যুগীয়,JJ
19203,অন্যতম,JJ
19204,চলচ্চিত্র,NN
19205,তারকা,NN
19206,তিনি,PRP
19207,মঞ্চেও,NN
19208,সফল,JJ
19209,ছিলেন,VB
19210,তিনি,PRP
19211,ভডেভিল,NNP
19212,ও,CC
19213,কমিক,NNP
19214,অপেরায়,NNP
19215,অভিনয়,VB
19216,করেছেন,VB
19217,১৯১৪,CD
19218,সালে,NN
19219,তিনি,PRP
19220,প্রথম,JJ
19221,পূর্ণদৈর্ঘ্য,JJ
19222,হাস্যরসাত্মক,JJ
19223,চলচ্চিত্রে,NN
19224,অভিনয়,VB
19225,করেন,VB
19226,তিনি,PRP
19227,মূলত,RB
19228,হাস্যরসাত্মক,JJ
19229,চরিত্রে,NN
19230,অভিনয়,NN
19231,করতেন,VB
19232,১৯১৯,CD
19233,সালে,NN
19234,তিনি,PRP
19235,মঞ্চের,NN
19236,গায়কদলের,NNS
19237,প্রথম,JJ
19238,সম্মেলন,NN
19239,আয়োজনে,NN
19240,সহায়তা,NN
19241,করেন,VB
19242,বোনিটা,NNP
19243,নাট্যকার,NNP
19244,রিচার্ড,NNP
19245,গ্যান্থনিকে,NNP
19246,বিয়ে,VB
19247,করেন,VB
19248,২৬শে,CD
19249,ডিসেম্বরে,NN
19250,বক্সিং,NNP
19251,ডে,NNP
19252,টেস্টে,NNP
19253,দক্ষিণ,NNP
19254,আফ্রিকার,NNP
19255,বিপক্ষে,IN
19256,অভিষিক্ত,VB
19257,হন,VB
19258,১৫,CD
19259,জানুয়ারিতে,NNP
19260,বাংলাদেশের,NNP
19261,বিপক্ষে,IN
19262,অভিষেক,VB
19263,হয়,VB
19264,অভিনয়ে,NN
19265,তার,PRP
19266,চাচাত,NN
19267,ভাই,NN
19268,আমির,NNP
19269,খানের,NNP
19270,সঙ্গে,IN
19271,জুহি,NNP
19272,চাওলা,NNP
19273,যার,PRP
19274,আগে,RB
19275,রয়েছে,VB
19276,তেজাব,NNP
19277,এবং,CC
19278,শাহেনশাহ,NNP
19279,যাতে,PRP
19280,আত্মপ্রকাশ,NN
19281,ঘটে,VB
19282,তেলুগু,NNP
19283,মেগাস্টার,NNP
19284,চিরঞ্জীবীএর,NNP
19285,ভাই,NN
19286,পবন,NNP
19287,কল্যাণ,NNP
19288,এর,PRP
19289,যাতে,PRP
19290,আত্মপ্রকাশ,NN
19291,করেন,VB
19292,বাংলাদেশের,NNP
19293,সুপারস্টার,NNP
19294,সালমান,NNP
19295,শাহ,NNP
19296,এবং,CC
19297,মৌসুমী,NNP
19298,ডিসেম্বর,NNP
19299,২০০৭,CD
19300,অনুযায়ী,JJ
19301,নৌবাহিনীর,NNP
19302,২৭টি,CD
19303,যুদ্ধ,NN
19304,জাহাজ,NN
19305,এবং,CC
19306,কাটার,VB
19307,ছিল,VB
19308,ভিভান,NNP
19309,শাহ,NNP
19310,দ্য,NNP
19311,ডুন,NNP
19312,স্কুল,NNP
19313,হতে,IN
19314,২০০৯,CD
19315,সালে,NN
19316,স্নাতক,NN
19317,সম্পন্ন,VB
19318,করেন,VB
19319,১৯৯৪,CD
19320,থেকে,IN
19321,২০০২,CD
19322,সময়কালে,NN
19323,ওয়েস্ট,NNP
19324,ইন্ডিজ,NNP
19325,ক্রিকেট,NNP
19326,দলের,NNP
19327,অন্যতম,JJ
19328,সদস্য,NN
19329,ছিলেন,VB
19330,এ,DT
19331,সময়ে,NN
19332,৫২,CD
19333,টেস্ট,NN
19334,ও,CC
19335,৯০টি,CD
19336,একদিনের,NN
19337,আন্তর্জাতিকে,NN
19338,অংশগ্রহণ,VB
19339,করেছেন,VB
19340,দলে,NN
19341,তিনি,PRP
19342,মূলতঃ,RB
19343,ডানহাতি,JJ
19344,ব্যাটসম্যান,NN
19345,হিসেবে,IN
19346,খেলতেন,VB
19347,এ,DT
19348,সময়ে,NN
19349,তিনি,PRP
19350,২৬,CD
19351,সেঞ্চুরি,NNS
19352,সহযোগে,RB
19353,দশ,CD
19354,সহস্রাধিক,NNS
19355,রান,NN
19356,তুলেছেন,VB
19357,হেউড,NNP
19358,ক্রিকেট,NNP
19359,ক্লাবে,NNP
19360,খেলেছেন,VB
19361,তিনি,PRP
19362,ক্লাবটি,NNP
19363,সিএলএল,NNP
19364,ও,CC
19365,উড,NNP
19366,কাপ,NNP
19367,জয়,VB
19368,করেছিল,VB
19369,তবে,CC
19370,২০১০,CD
19371,সালের,NN
19372,পর,RB
19373,থেকে,IN
19374,তাকে,PRP
19375,আর,CC
19376,কোন,JJ
19377,খেলায়,NN
19378,অংশগ্রহণ,VB
19379,করতে,VB
19380,দেখা,VB
19381,যায়নি,VB
19382,সমগ্র,JJ
19383,খেলোয়াড়ী,JJ
19384,জীবনে,NN
19385,চারটি,CD
19386,টেস্ট,NN
19387,শতক,NNS
19388,হাঁকিয়েছেন,VB
19389,শেরউইন,NNP
19390,ক্যাম্পবেল,NNP
19391,ব্যক্তিগত,NN
19392,সর্বোচ্চ,JJ
19393,টেস্ট,NN
19394,শতক,NNS
19395,করেন,VB
19396,২০৮,CD
19397,দ্বিতীয়,JJ
19398,ইনিংসেও,NN
19399,তিনি,PRP
19400,অপরাজিত,JJ
19401,ছিলেন,VB
19402,২৯,CD
19403,রান,NN
19404,নিয়ে,VB
19405,চার্লস,NNP
19406,জন,NNP
19407,পেডারসেন,NNP
19408,চার্লস,NNP
19409,জন,NNP
19410,পেডারসেন,NNP
19411,একজন,DT
19412,মার্কিন,JJ
19413,জৈব,NN
19414,রসায়নবিজ্ঞানী,NN
19415,তিনি,PRP
19416,১৯৮৭,CD
19417,সালে,NN
19418,রসায়নে,NNP
19419,নোবেল,NNP
19420,পুরস্কার,NN
19421,লাভ,VB
19422,করেন,VB
19423,তিনি,PRP
19424,১৯২৭,CD
19425,সালে,NN
19426,ডুপন্টে,NNP
19427,যোগদান,VB
19428,করেন,VB
19429,তিনি,PRP
19430,এখানে,RB
19431,৪২,CD
19432,বছর,NN
19433,কর্মরত,JJ
19434,ছিলেন,VB
19435,তিনি,PRP
19436,এখানে,RB
19437,২৫টি,CD
19438,গবেষণাপত্র,NNS
19439,প্রকাশ,VB
19440,করেন,VB
19441,এবং,CC
19442,৬৫টি,CD
19443,প্যাটেন্টের,NNS
19444,অধিকারী,JJ
19445,হন,VB
19446,তার,PRP
19447,পিতা,NN
19448,আলী,NNP
19449,আকবর,NNP
19450,১৯৭৩,CD
19451,সালের,NN
19452,১ম,CD
19453,জাতীয়,NNP
19454,সংসদের,NNP
19455,সদস্য,NNP
19456,ছিলেন,VB
19457,প্রতিষ্ঠাকাল,NN
19458,নাইক্ষ্যংছড়ি,NNP
19459,থানা,NNP
19460,গঠিত,VB
19461,হয়,VB
19462,১৯২৩,CD
19463,সালে,NN
19464,এর,PRP
19465,মধ্যে,IN
19466,পুরুষ,NN
19467,৯,CD
19468,৬৭৮,CD
19469,জন,NN
19470,এবং,CC
19471,মহিলা,NN
19472,৮,CD
19473,৩৩৬,CD
19474,জন,NN
19475,নাইক্ষ্যংছড়ি,NNP
19476,উপজেলা,NNP
19477,সদর,NNP
19478,এ,DT
19479,ইউনিয়নে,NNP
19480,অবস্থিত,VB
19481,এ,DT
19482,ইউনিয়নের,NN
19483,প্রশাসনিক,JJ
19484,কার্যক্রম,NN
19485,নাইক্ষ্যংছড়ি,NNP
19486,থানার,NNP
19487,আওতাধীন,IN
19488,প্রধান,JJ
19489,যোগাযোগ,NN
19490,মাধ্যম,NN
19491,সিএনজি,NN
19492,চালিত,VB
19493,অটোরিক্সা,NN
19494,তার,PRP
19495,পিতা,NN
19496,পিটার,NNP
19497,ফন্ডা,NNP
19498,তার,PRP
19499,পিতামহ,NN
19500,হেনরি,NNP
19501,ফন্ডা,NNP
19502,ও,CC
19503,ফুফু,NN
19504,জেন,NNP
19505,ফন্ডা,NNP
19506,তার,PRP
19507,মতা,NN
19508,সুজান,NNP
19509,জেন,NNP
19510,ব্রেওয়ারও,NNP
19511,একজন,DT
19512,অভিনয়শিল্পী,NN
19513,ব্রিজেটের,NNP
19514,মাতামহ,NN
19515,নোয়াহ,NNP
19516,ডিয়েট্রিচ,NNP
19517,ও,CC
19518,তার,PRP
19519,মাতামহী,NN
19520,ম্যারি,NNP
19521,সুইট,NNP
19522,তিনি,PRP
19523,১৯৮৬,CD
19524,সালে,NN
19525,নিউ,NNP
19526,ইয়র্ক,NNP
19527,বিশ্ববিদ্যালয়,NNP
19528,থেকে,IN
19529,স্নাতক,NN
19530,ডিগ্রি,NN
19531,অর্জন,VB
19532,করেন,VB
19533,তার,PRP
19534,দ্বিতীয়,JJ
19535,চলচ্চিত্র,NN
19536,ছিল,VB
